,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
2635,MADHYA MAHARASHTRA,1914,0.0,0.4,0.3,3.7,15.2,188.3,348.8,204.3,211.6,22.1,36.6,7.6,1039.0,0.4,19.2,953.0,66.3
2636,MADHYA MAHARASHTRA,1915,8.6,6.6,13.9,21.9,12.1,195.2,225.4,80.0,228.5,76.8,20.9,18.0,908.1,15.3,48.0,729.1,115.7
2637,MADHYA MAHARASHTRA,1916,0.0,0.2,0.4,4.9,55.2,144.8,257.6,185.9,217.5,136.8,69.1,0.1,1072.4,0.2,60.5,805.9,206.0
2638,MADHYA MAHARASHTRA,1917,0.1,20.0,4.8,7.7,15.6,174.3,120.6,187.0,205.2,169.5,33.4,0.0,938.2,20.1,28.1,687.1,203.0
2639,MADHYA MAHARASHTRA,1918,5.1,0.6,2.6,1.0,90.5,51.7,68.4,112.4,55.1,13.3,30.0,7.5,438.0,5.6,94.0,287.6,50.8
2640,MADHYA MAHARASHTRA,1919,3.0,0.5,1.2,2.7,38.2,173.5,198.9,153.8,231.7,45.1,28.4,1.9,879.1,3.5,42.2,757.9,75.5
2641,MADHYA MAHARASHTRA,1920,41.5,0.2,0.1,9.7,8.0,120.7,185.9,94.1,113.8,26.0,0.3,0.0,600.3,41.7,17.8,514.5,26.3
2642,MADHYA MAHARASHTRA,1921,1.6,0.0,0.3,9.0,1.1,105.8,291.6,125.0,128.7,47.5,23.7,0.0,734.3,1.6,10.4,651.1,71.2
2643,MADHYA MAHARASHTRA,1922,18.3,2.6,0.0,16.7,27.4,161.7,218.2,79.4,97.1,41.2,141.1,1.4,805.2,20.9,44.1,556.5,183.7
2644,MADHYA MAHARASHTRA,1923,1.9,1.7,32.7,8.7,10.5,30.7,290.0,126.5,169.5,6.4,0.0,2.3,680.9,3.5,51.9,616.7,8.7
2645,MADHYA MAHARASHTRA,1924,2.1,0.0,2.8,19.7,4.6,80.3,173.8,220.6,185.8,49.7,3.6,5.3,748.2,2.1,27.1,660.4,58.6
2646,MADHYA MAHARASHTRA,1925,0.0,0.0,3.1,1.5,38.9,177.7,152.0,115.2,94.7,33.9,40.7,4.0,661.8,0.0,43.5,539.6,78.6
2647,MADHYA MAHARASHTRA,1926,34.3,0.6,0.1,0.2,11.2,85.9,230.6,258.0,147.7,8.1,8.3,2.2,787.1,34.9,11.5,722.2,18.6
2648,MADHYA MAHARASHTRA,1927,0.0,1.0,0.9,4.6,9.3,184.9,318.7,85.4,183.6,51.3,83.3,2.0,925.2,1.0,14.9,772.7,136.6
2649,MADHYA MAHARASHTRA,1928,0.1,10.3,3.7,8.0,0.3,143.3,217.7,159.6,209.0,62.5,3.1,14.1,831.7,10.3,12.0,729.7,79.6
2650,MADHYA MAHARASHTRA,1929,1.0,6.4,2.0,37.1,6.4,155.9,168.2,73.7,151.6,82.5,3.4,2.2,690.4,7.4,45.5,549.4,88.1
2651,MADHYA MAHARASHTRA,1930,0.0,0.0,0.7,3.2,29.8,178.1,233.7,106.5,247.0,87.4,37.7,5.0,929.1,0.0,33.6,765.3,130.1
